play,act,scene,speaker,sentence,pronoun,resolved_to,gender_group,window_size_used
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Well, for your favour, sir, why, give God thanks, and make no boast of it; and for your writing and reading, let that ap",it,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why, then, take no note of him, but let him go; and presently call the rest of the watch together, and thank God you are",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why, then, take no note of him, but let him go; and presently call the rest of the watch together, and thank God you are",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"If he will not stand when he is bidden, he is none of the Prince's subjects.",he,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"If he will not stand when he is bidden, he is none of the Prince's subjects.",he,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"If he will not stand when he is bidden, he is none of the Prince's subjects.",he,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"True, and they are to meddle with none but the Prince's subjects.",they,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Well, you are to call at all the alehouses, and bid those that are drunk get them to bed.",them,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,SECOND WATCH,How if they will not?,they,SECOND WATCH,neutral,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, let them alone till they are sober: if they make you not then the better answer, you may say they are not the ",them,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, let them alone till they are sober: if they make you not then the better answer, you may say they are not the ",they,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, let them alone till they are sober: if they make you not then the better answer, you may say they are not the ",they,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, let them alone till they are sober: if they make you not then the better answer, you may say they are not the ",they,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, let them alone till they are sober: if they make you not then the better answer, you may say they are not the ",them,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"If you meet a thief, you may suspect him, by virtue of your office, to be no true man; and, for such kind of men, the le",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"If you meet a thief, you may suspect him, by virtue of your office, to be no true man; and, for such kind of men, the le",them,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,SECOND WATCH,"If we know him to be a thief, shall we not lay hands on him?",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,SECOND WATCH,"If we know him to be a thief, shall we not lay hands on him?",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Truly, by your office, you may; but I think they that touch pitch will be defiled.",they,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"The most peaceable way for you, if you do take a thief, is to let him show himself what he is and steal out of your comp",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"The most peaceable way for you, if you do take a thief, is to let him show himself what he is and steal out of your comp",himself,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"The most peaceable way for you, if you do take a thief, is to let him show himself what he is and steal out of your comp",he,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Truly, I would not hang a dog by my will, much more a man who hath any honesty in him.",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"If you hear a child cry in the night, you must call to the nurse and bid her still it.",her,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"If you hear a child cry in the night, you must call to the nurse and bid her still it.",it,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, depart in peace, and let the child wake her with crying; for the ewe that will not hear her lamb when it baes,",her,baes,neutral,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, depart in peace, and let the child wake her with crying; for the ewe that will not hear her lamb when it baes,",her,baes,neutral,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, depart in peace, and let the child wake her with crying; for the ewe that will not hear her lamb when it baes,",it,baes,neutral,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, depart in peace, and let the child wake her with crying; for the ewe that will not hear her lamb when it baes,",he,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"You constable, are to present the Prince's own person: if you meet the Prince in the night, you may stay him.",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Five shillings to one on't, with any man that knows the statutes, he may stay him: marry, not without the Prince be will",he,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Five shillings to one on't, with any man that knows the statutes, he may stay him: marry, not without the Prince be will",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Five shillings to one on't, with any man that knows the statutes, he may stay him: marry, not without the Prince be will",it,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Five shillings to one on't, with any man that knows the statutes, he may stay him: marry, not without the Prince be will",his,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"By'r lady, I think it be so.",it,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Stand thee close then under this penthouse, for it drizzles rain, and I will, like a true drunkard, utter all to thee.",it,BORACHIO,male,7
MUCH ADO ABOUT NOTHING,3,3,CONRADE,Is it possible that any villainy should be so dear?,it,CONRADE,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,Thou shouldst rather ask if it were possible any villainy should be so rich; for when rich villains have need of poor on,it,BORACHIO,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,Thou shouldst rather ask if it were possible any villainy should be so rich; for when rich villains have need of poor on,they,BORACHIO,male,7
MUCH ADO ABOUT NOTHING,3,3,CONRADE,I wonder at it.,it,CONRADE,male,7
MUCH ADO ABOUT NOTHING,3,3,CONRADE,"Yes, it is apparel.",it,CONRADE,male,7
MUCH ADO ABOUT NOTHING,3,3,WATCH,Aside I know that Deformed; a' has been a vile thief this seven years; a' goes up and down like a gentleman: I remember ,his,BORACHIO,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,how giddily he turns about all the hot bloods between fourteen and five-and-thirty?,he,BORACHIO,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,sometime fashioning them like Pharaoh's soldiers in the reechy painting; sometime like god Bel's priests in the old chur,them,Hercules,neutral,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,sometime fashioning them like Pharaoh's soldiers in the reechy painting; sometime like god Bel's priests in the old chur,his,BORACHIO,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,sometime fashioning them like Pharaoh's soldiers in the reechy painting; sometime like god Bel's priests in the old chur,his,BORACHIO,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Not so neither; but know, that I have tonight wooed Margaret, the Lady Hero's gentlewoman, by the name of Hero: she lean",she,Hero,female,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Not so neither; but know, that I have tonight wooed Margaret, the Lady Hero's gentlewoman, by the name of Hero: she lean",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,3,CONRADE,And thought they Margaret was Hero?,they,Margaret,female,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Two of them did, the Prince and Claudio; but the devil my master, knew she was Margaret; and partly by his oaths, which ",them,o'er night,neutral,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Two of them did, the Prince and Claudio; but the devil my master, knew she was Margaret; and partly by his oaths, which ",she,Margaret,female,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Two of them did, the Prince and Claudio; but the devil my master, knew she was Margaret; and partly by his oaths, which ",his,Claudio,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Two of them did, the Prince and Claudio; but the devil my master, knew she was Margaret; and partly by his oaths, which ",them,o'er night,neutral,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Two of them did, the Prince and Claudio; but the devil my master, knew she was Margaret; and partly by his oaths, which ",them,o'er night,neutral,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Two of them did, the Prince and Claudio; but the devil my master, knew she was Margaret; and partly by his oaths, which ",he,Claudio,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Two of them did, the Prince and Claudio; but the devil my master, knew she was Margaret; and partly by his oaths, which ",her,Margaret,female,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Two of them did, the Prince and Claudio; but the devil my master, knew she was Margaret; and partly by his oaths, which ",he,Claudio,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Two of them did, the Prince and Claudio; but the devil my master, knew she was Margaret; and partly by his oaths, which ",her,Margaret,female,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Two of them did, the Prince and Claudio; but the devil my master, knew she was Margaret; and partly by his oaths, which ",he,Claudio,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Two of them did, the Prince and Claudio; but the devil my master, knew she was Margaret; and partly by his oaths, which ",her,Margaret,female,7
MUCH ADO ABOUT NOTHING,3,3,FIRST WATCH,"And one Deformed is one of them: I know him, a' wears a lock.",them,FIRST WATCH,neutral,7
MUCH ADO ABOUT NOTHING,3,3,FIRST WATCH,"And one Deformed is one of them: I know him, a' wears a lock.",him,Claudio,male,7
MUCH ADO ABOUT NOTHING,3,4,HERO,"Good Ursula, wake my cousin Beatrice, and desire her to rise.",her,Beatrice,female,2
MUCH ADO ABOUT NOTHING,3,4,HERO,And bid her come hither.,her,HERO,female,4
MUCH ADO ABOUT NOTHING,3,4,MARGARET,I saw the Duchess of Milan's gown that they praise so.,they,MARGARET,female,7
MUCH ADO ABOUT NOTHING,3,4,HERO,"that exceeds, they say.",they,HERO,female,7
MUCH ADO ABOUT NOTHING,3,4,HERO,God give me joy to wear it!,it,HERO,female,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"None, I think, and it be the right husband and the right wife; otherwise 'tis light, and not heavy: ask my Lady Beatrice",it,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"None, I think, and it be the right husband and the right wife; otherwise 'tis light, and not heavy: ask my Lady Beatrice",she,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"Clap's into 'Light o' love'; that goes without a burden: do you sing it, and I'll dance it.",it,MARGARET,female,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"Clap's into 'Light o' love'; that goes without a burden: do you sing it, and I'll dance it.",it,MARGARET,female,7
MUCH ADO ABOUT NOTHING,3,4,BEATRICE,"then, if your husband have stables enough, you'll see he shall lack no barnes.",he,BEATRICE,female,7
MUCH ADO ABOUT NOTHING,3,4,BEATRICE,"For the letter that begins them all, H.",them,BEATRICE,female,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,Nothing I; but God send everyone their heart's desire!,their,MARGARET,female,7
MUCH ADO ABOUT NOTHING,3,4,HERO,These gloves the Count sent me; they are an excellent perfume.,they,HERO,female,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,Ever since you left it.,it,MARGARET,female,7
MUCH ADO ABOUT NOTHING,3,4,BEATRICE,"It is not seen enough, you should wear it in your cap.",It,BEATRICE,female,7
MUCH ADO ABOUT NOTHING,3,4,BEATRICE,"It is not seen enough, you should wear it in your cap.",it,BEATRICE,female,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"Get you some of this distilled Carduus benedictus, and lay it to your heart: it is the only thing for a qualm.",it,MARGARET,female,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"Get you some of this distilled Carduus benedictus, and lay it to your heart: it is the only thing for a qualm.",it,MARGARET,female,7
MUCH ADO ABOUT NOTHING,3,4,HERO,There thou prick'st her with a thistle.,her,HERO,female,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"Yet Benedick was such another, and now is he become a man: he swore he would never marry; and yet now, in despite of his",he,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"Yet Benedick was such another, and now is he become a man: he swore he would never marry; and yet now, in despite of his",he,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"Yet Benedick was such another, and now is he become a man: he swore he would never marry; and yet now, in despite of his",he,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"Yet Benedick was such another, and now is he become a man: he swore he would never marry; and yet now, in despite of his",his,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"Yet Benedick was such another, and now is he become a man: he swore he would never marry; and yet now, in despite of his",he,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,4,MARGARET,"Yet Benedick was such another, and now is he become a man: he swore he would never marry; and yet now, in despite of his",his,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,5,LEONATO,"Brief, I pray you; for you see it is a busy time with me.",it,LEONATO,male,3
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"Marry, this it is, sir.",it,DOGBERRY,male,4
MUCH ADO ABOUT NOTHING,3,5,VERGES,"Yes, in truth it is, sir.",it,VERGES,male,5
MUCH ADO ABOUT NOTHING,3,5,LEONATO,"What is it, my good friends?",it,LEONATO,male,6
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"Goodman Verges, sir, speaks a little off the matter: an old man, sir, and his wits are not so blunt as, God help, I woul",his,Goodman Verges,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"Goodman Verges, sir, speaks a little off the matter: an old man, sir, and his wits are not so blunt as, God help, I woul",they,Goodman Verges,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"Goodman Verges, sir, speaks a little off the matter: an old man, sir, and his wits are not so blunt as, God help, I woul",his,Goodman Verges,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"It pleases your worship to say so, but we are the poor Duke's officers; but truly, for mine own part, if I were as tedio",It,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"It pleases your worship to say so, but we are the poor Duke's officers; but truly, for mine own part, if I were as tedio",it,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"Yea, and 'twere a thousand pound more than 'tis; for I hear as good exclamation on your worship, as of any man in the ci",it,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"A good old man, sir; he will be talking; as they say, 'when the age is in, the wit is out.'",he,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"A good old man, sir; he will be talking; as they say, 'when the age is in, the wit is out.'",they,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,it is a world to see!,it,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"An honest soul, i' faith, sir; by my troth he is, as ever broke bread; but God is to be worshipped: all men are not alik",he,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,5,LEONATO,"Indeed, neighbour, he comes too short of you.",he,LEONATO,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"One word, sir: our watch, sir, have indeed comprehended two aspicious persons, and we would have them this morning exami",them,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,5,LEONATO,"Take their examination yourself, and bring it me: I am now in great haste, as may appear unto you.",their,LEONATO,male,7
MUCH ADO ABOUT NOTHING,3,5,LEONATO,"Take their examination yourself, and bring it me: I am now in great haste, as may appear unto you.",it,LEONATO,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,It shall be suffigance.,It,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,5,MESSENGER,"My lord, they stay for you to give your daughter to her husband.",they,MESSENGER,neutral,7
MUCH ADO ABOUT NOTHING,3,5,MESSENGER,"My lord, they stay for you to give your daughter to her husband.",her,MESSENGER,neutral,7
MUCH ADO ABOUT NOTHING,3,5,LEONATO,I'll wait upon them: I am ready.,them,LEONATO,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"Go, good partner, go get you to Francis Seacoal; bid him bring his pen and inkhorn to the gaol: we are now to examinatio",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"Go, good partner, go get you to Francis Seacoal; bid him bring his pen and inkhorn to the gaol: we are now to examinatio",his,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,5,VERGES,And we must do it wisely.,it,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,5,DOGBERRY,"We will spare for no wit, I warrant you; here's that shall drive some of them to a non-come: only get the learned writer",them,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,4,1,LEONATO,"Come, Friar Francis, be brief: only to the plain form of marriage, and you shall recount their particular duties afterwa",their,Friar Francis,male,2
MUCH ADO ABOUT NOTHING,4,1,LEONATO,"To be married to her, friar; you come to marry her.",her,LEONATO,male,5
MUCH ADO ABOUT NOTHING,4,1,LEONATO,"To be married to her, friar; you come to marry her.",her,LEONATO,male,5
MUCH ADO ABOUT NOTHING,4,1,FRIAR,"If either of you know any inward impediment, why you should not be conjoined, I charge you, on your souls, to utter it.",it,FRIAR,neutral,7
